"Item.ID","Order.ID","Order.Date","Place.of.Shipment","Payment.Terms","Qty","Item.Name","Item.Type","Brand","Price","UOM"
"121 001","32 90 062","13-May-13","Sangli","Online",20,"Parker Quink Roller Ball Pen Refill, Blue","Pen","Parker",69,"Piece"
"121 001","32 90 037","22-Apr-12","Goa","Online",15,"Parker Quink Roller Ball Pen Refill, Blue","Pen","Parker",69,"Piece"
"121 002","32 90 055","11-Feb-13","Mumbai","Cash",45,"Pilot V7 Liquid Ink Roller Ball Pen (2 Blue + 1 Black)","Pen","Pilot",135,"Pack"
"121 002","32 90 018","14-Aug-11","Aurangabad","Online",26,"Pilot V7 Liquid Ink Roller Ball Pen (2 Blue + 1 Black)","Pen","Pilot",135,"Pack"
"121 002","32 90 061","24-Apr-13","Solapur","Online",18,"Pilot V7 Liquid Ink Roller Ball Pen (2 Blue + 1 Black)","Pen","Pilot",135,"Pack"
"121 002","32 90 014","23-May-11","Goa","Cash",19,"Pilot V7 Liquid Ink Roller Ball Pen (2 Blue + 1 Black)","Pen","Pilot",135,"Pack"
"121 002","32 90 044","14-Aug-12","Dhule","Cheque",12,"Pilot V7 Liquid Ink Roller Ball Pen (2 Blue + 1 Black)","Pen","Pilot",135,"Pack"
"121 002","32 90 024","1-Nov-11","Sindhudurga","Cheque",30,"Pilot V7 Liquid Ink Roller Ball Pen (2 Blue + 1 Black)","Pen","Pilot",135,"Pack"
"121 002","32 90 036","21-Apr-12","Sindhudurga","Cheque",9,"Pilot V7 Liquid Ink Roller Ball Pen (2 Blue + 1 Black)","Pen","Pilot",135,"Pack"
"121 002","32 90 002","6-Jan-11","Nasik","Online",17,"Pilot V7 Liquid Ink Roller Ball Pen (2 Blue + 1 Black)","Pen","Pilot",135,"Pack"
"121 002","32 90 052","13-Jan-13","Buldhana","Cash",35,"Pilot V7 Liquid Ink Roller Ball Pen (2 Blue + 1 Black)","Pen","Pilot",135,"Pack"
"121 002","32 90 054","15-Feb-13","Pune","Cash",18,"Pilot V7 Liquid Ink Roller Ball Pen (2 Blue + 1 Black)","Pen","Pilot",135,"Pack"
"121 002","32 90 002","6-Jan-11","Nasik","Online",44,"Pilot V7 Liquid Ink Roller Ball Pen (2 Blue + 1 Black)","Pen","Pilot",135,"Pack"
"121 002","32 90 022","28-Sep-11","Ratnagiri","Online",28,"Pilot V7 Liquid Ink Roller Ball Pen (2 Blue + 1 Black)","Pen","Pilot",135,"Pack"
"121 002","32 90 043","12-Jul-12","Nadurbar","Cheque",14,"Pilot V7 Liquid Ink Roller Ball Pen (2 Blue + 1 Black)","Pen","Pilot",135,"Pack"
"121 002","32 90 011","12-Apr-11","Ratnagiri","Online",4,"Pilot V7 Liquid Ink Roller Ball Pen (2 Blue + 1 Black)","Pen","Pilot",135,"Pack"
"121 002","32 90 004","18-Feb-11","Nanded","Cheque",44,"Pilot V7 Liquid Ink Roller Ball Pen (2 Blue + 1 Black)","Pen","Pilot",135,"Pack"
"121 002","32 90 037","22-Apr-12","Goa","Online",36,"Pilot V7 Liquid Ink Roller Ball Pen (2 Blue + 1 Black)","Pen","Pilot",135,"Pack"
"121 002","32 90 015","11-Jun-11","Solapur","Cash",39,"Pilot V7 Liquid Ink Roller Ball Pen (2 Blue + 1 Black)","Pen","Pilot",135,"Pack"
"121 002","32 90 001","31-Dec-10","Pune","Cheque",9,"Pilot V7 Liquid Ink Roller Ball Pen (2 Blue + 1 Black)","Pen","Pilot",135,"Pack"
"121 002","32 90 045","10-Oct-12","Ratnagiri","Cheque",5,"Pilot V7 Liquid Ink Roller Ball Pen (2 Blue + 1 Black)","Pen","Pilot",135,"Pack"
"121 002","32 90 061","24-Apr-13","Solapur","Online",9,"Pilot V7 Liquid Ink Roller Ball Pen (2 Blue + 1 Black)","Pen","Pilot",135,"Pack"
"121 002","32 90 017","13-Jul-11","Satara","Cheque",35,"Pilot V7 Liquid Ink Roller Ball Pen (2 Blue + 1 Black)","Pen","Pilot",135,"Pack"
"121 002","32 90 053","13-Jan-13","Nasik","Cash",31,"Pilot V7 Liquid Ink Roller Ball Pen (2 Blue + 1 Black)","Pen","Pilot",135,"Pack"
"121 002","32 90 004","18-Feb-11","Nanded","Cheque",27,"Pilot V7 Liquid Ink Roller Ball Pen (2 Blue + 1 Black)","Pen","Pilot",135,"Pack"
"121 002","32 90 012","14-Apr-11","Raigad","Online",6,"Pilot V7 Liquid Ink Roller Ball Pen (2 Blue + 1 Black)","Pen","Pilot",135,"Pack"
"121 002","32 90 057","1-Mar-13","Ratnagiri","Cheque",47,"Pilot V7 Liquid Ink Roller Ball Pen (2 Blue + 1 Black)","Pen","Pilot",135,"Pack"
"121 002","32 90 040","19-Jun-12","Satara","Online",24,"Pilot V7 Liquid Ink Roller Ball Pen (2 Blue + 1 Black)","Pen","Pilot",135,"Pack"
"121 002","32 90 049","14-Dec-12","Ahmednagar","Online",21,"Pilot V7 Liquid Ink Roller Ball Pen (2 Blue + 1 Black)","Pen","Pilot",135,"Pack"
"121 002","32 90 051","23-Dec-12","Kolhapur","Online",34,"Pilot V7 Liquid Ink Roller Ball Pen (2 Blue + 1 Black)","Pen","Pilot",135,"Pack"
"121 002","32 90 049","14-Dec-12","Ahmednagar","Online",24,"Pilot V7 Liquid Ink Roller Ball Pen (2 Blue + 1 Black)","Pen","Pilot",135,"Pack"
"121 002","32 90 025","13-Nov-11","Nanded","Cheque",3,"Pilot V7 Liquid Ink Roller Ball Pen (2 Blue + 1 Black)","Pen","Pilot",135,"Pack"
"121 002","32 90 067","23-Jul-13","Dhule","Cheque",33,"Pilot V7 Liquid Ink Roller Ball Pen (2 Blue + 1 Black)","Pen","Pilot",135,"Pack"
"121 002","32 90 002","6-Jan-11","Nasik","Online",4,"Pilot V7 Liquid Ink Roller Ball Pen (2 Blue + 1 Black)","Pen","Pilot",135,"Pack"
"121 002","32 90 032","24-Jan-12","Thane","Cash",22,"Pilot V7 Liquid Ink Roller Ball Pen (2 Blue + 1 Black)","Pen","Pilot",135,"Pack"
"121 003","32 90 013","18-May-11","Sindhudurga","Cash",16,"Parker Beta Premium Gold Ball Pen","Pen","Parker",125,"Piece"
"121 003","32 90 034","18-Mar-12","Ratnagiri","Cheque",16,"Parker Beta Premium Gold Ball Pen","Pen","Parker",125,"Piece"
"121 003","32 90 060","14-Apr-13","Goa","Online",1,"Parker Beta Premium Gold Ball Pen","Pen","Parker",125,"Piece"
"121 003","32 90 042","30-Jul-12","Nagpur","Cheque",15,"Parker Beta Premium Gold Ball Pen","Pen","Parker",125,"Piece"
"121 003","32 90 035","30-Mar-12","Raigad","Cheque",1,"Parker Beta Premium Gold Ball Pen","Pen","Parker",125,"Piece"
"121 003","32 90 032","24-Jan-12","Thane","Cash",22,"Parker Beta Premium Gold Ball Pen","Pen","Parker",125,"Piece"
"121 003","32 90 036","21-Apr-12","Sindhudurga","Cheque",47,"Parker Beta Premium Gold Ball Pen","Pen","Parker",125,"Piece"
"121 003","32 90 025","13-Nov-11","Nanded","Cheque",45,"Parker Beta Premium Gold Ball Pen","Pen","Parker",125,"Piece"
"121 003","32 90 031","23-Jan-12","Ratnagiri","Cash",16,"Parker Beta Premium Gold Ball Pen","Pen","Parker",125,"Piece"
"121 003","32 90 034","18-Mar-12","Ratnagiri","Cheque",4,"Parker Beta Premium Gold Ball Pen","Pen","Parker",125,"Piece"
"121 003","32 90 031","23-Jan-12","Ratnagiri","Cash",43,"Parker Beta Premium Gold Ball Pen","Pen","Parker",125,"Piece"
"121 003","32 90 027","11-Dec-11","Pune","Online",6,"Parker Beta Premium Gold Ball Pen","Pen","Parker",125,"Piece"
"121 003","32 90 013","18-May-11","Sindhudurga","Cash",1,"Parker Beta Premium Gold Ball Pen","Pen","Parker",125,"Piece"
"121 003","32 90 001","31-Dec-10","Pune","Cheque",49,"Parker Beta Premium Gold Ball Pen","Pen","Parker",125,"Piece"
"121 003","32 90 033","13-Mar-12","Thane","Cash",29,"Parker Beta Premium Gold Ball Pen","Pen","Parker",125,"Piece"
"121 003","32 90 011","12-Apr-11","Ratnagiri","Online",31,"Parker Beta Premium Gold Ball Pen","Pen","Parker",125,"Piece"
"121 003","32 90 051","23-Dec-12","Kolhapur","Online",37,"Parker Beta Premium Gold Ball Pen","Pen","Parker",125,"Piece"
"121 003","32 90 036","21-Apr-12","Sindhudurga","Cheque",23,"Parker Beta Premium Gold Ball Pen","Pen","Parker",125,"Piece"
"121 004","32 90 029","30-Dec-11","Aurangabad","Online",44,"Pilot V5 Liquid Ink Roller Ball Pen - 1 Blue + 1 Black + 1 Red","Pen","Pilot",135,"Pack"
"121 004","32 90 058","13-Mar-13","Raigad","Cheque",7,"Pilot V5 Liquid Ink Roller Ball Pen - 1 Blue + 1 Black + 1 Red","Pen","Pilot",135,"Pack"
"121 004","32 90 070","7-Sep-13","Ratnagiri","Cheque",3,"Pilot V5 Liquid Ink Roller Ball Pen - 1 Blue + 1 Black + 1 Red","Pen","Pilot",135,"Pack"
"121 004","32 90 059","14-Apr-13","Sindhudurga","Online",11,"Pilot V5 Liquid Ink Roller Ball Pen - 1 Blue + 1 Black + 1 Red","Pen","Pilot",135,"Pack"
"121 004","32 90 064","12-Jun-13","Aurangabad","Cash",14,"Pilot V5 Liquid Ink Roller Ball Pen - 1 Blue + 1 Black + 1 Red","Pen","Pilot",135,"Pack"
"121 004","32 90 059","14-Apr-13","Sindhudurga","Online",5,"Pilot V5 Liquid Ink Roller Ball Pen - 1 Blue + 1 Black + 1 Red","Pen","Pilot",135,"Pack"
"121 004","32 90 005","19-Feb-11","Kolhapur","Cash",15,"Pilot V5 Liquid Ink Roller Ball Pen - 1 Blue + 1 Black + 1 Red","Pen","Pilot",135,"Pack"
"121 004","32 90 030","1-Jan-12","Ahmednagar","Cash",10,"Pilot V5 Liquid Ink Roller Ball Pen - 1 Blue + 1 Black + 1 Red","Pen","Pilot",135,"Pack"
"121 004","32 90 017","13-Jul-11","Satara","Cheque",16,"Pilot V5 Liquid Ink Roller Ball Pen - 1 Blue + 1 Black + 1 Red","Pen","Pilot",135,"Pack"
"121 004","32 90 027","11-Dec-11","Pune","Online",43,"Pilot V5 Liquid Ink Roller Ball Pen - 1 Blue + 1 Black + 1 Red","Pen","Pilot",135,"Pack"
"121 004","32 90 025","13-Nov-11","Nanded","Cheque",45,"Pilot V5 Liquid Ink Roller Ball Pen - 1 Blue + 1 Black + 1 Red","Pen","Pilot",135,"Pack"
"121 004","32 90 013","18-May-11","Sindhudurga","Cash",47,"Pilot V5 Liquid Ink Roller Ball Pen - 1 Blue + 1 Black + 1 Red","Pen","Pilot",135,"Pack"
"121 004","32 90 003","14-Jan-11","Ahmednagar","Cash",4,"Pilot V5 Liquid Ink Roller Ball Pen - 1 Blue + 1 Black + 1 Red","Pen","Pilot",135,"Pack"
"121 004","32 90 013","18-May-11","Sindhudurga","Cash",31,"Pilot V5 Liquid Ink Roller Ball Pen - 1 Blue + 1 Black + 1 Red","Pen","Pilot",135,"Pack"
"121 004","32 90 059","14-Apr-13","Sindhudurga","Online",34,"Pilot V5 Liquid Ink Roller Ball Pen - 1 Blue + 1 Black + 1 Red","Pen","Pilot",135,"Pack"
"121 004","32 90 011","12-Apr-11","Ratnagiri","Online",6,"Pilot V5 Liquid Ink Roller Ball Pen - 1 Blue + 1 Black + 1 Red","Pen","Pilot",135,"Pack"
"121 004","32 90 051","23-Dec-12","Kolhapur","Online",3,"Pilot V5 Liquid Ink Roller Ball Pen - 1 Blue + 1 Black + 1 Red","Pen","Pilot",135,"Pack"
"121 004","32 90 045","10-Oct-12","Ratnagiri","Cheque",15,"Pilot V5 Liquid Ink Roller Ball Pen - 1 Blue + 1 Black + 1 Red","Pen","Pilot",135,"Pack"
"121 004","32 90 052","13-Jan-13","Buldhana","Cash",45,"Pilot V5 Liquid Ink Roller Ball Pen - 1 Blue + 1 Black + 1 Red","Pen","Pilot",135,"Pack"
"121 004","32 90 042","30-Jul-12","Nagpur","Cheque",26,"Pilot V5 Liquid Ink Roller Ball Pen - 1 Blue + 1 Black + 1 Red","Pen","Pilot",135,"Pack"
"121 004","32 90 070","7-Sep-13","Ratnagiri","Cheque",40,"Pilot V5 Liquid Ink Roller Ball Pen - 1 Blue + 1 Black + 1 Red","Pen","Pilot",135,"Pack"
"121 004","32 90 017","13-Jul-11","Satara","Cheque",1,"Pilot V5 Liquid Ink Roller Ball Pen - 1 Blue + 1 Black + 1 Red","Pen","Pilot",135,"Pack"
"121 004","32 90 056","13-Feb-13","Thane","Cheque",39,"Pilot V5 Liquid Ink Roller Ball Pen - 1 Blue + 1 Black + 1 Red","Pen","Pilot",135,"Pack"
"121 004","32 90 061","24-Apr-13","Solapur","Online",1,"Pilot V5 Liquid Ink Roller Ball Pen - 1 Blue + 1 Black + 1 Red","Pen","Pilot",135,"Pack"
"121 004","32 90 031","23-Jan-12","Ratnagiri","Cash",40,"Pilot V5 Liquid Ink Roller Ball Pen - 1 Blue + 1 Black + 1 Red","Pen","Pilot",135,"Pack"
"121 004","32 90 025","13-Nov-11","Nanded","Cheque",17,"Pilot V5 Liquid Ink Roller Ball Pen - 1 Blue + 1 Black + 1 Red","Pen","Pilot",135,"Pack"
"121 005","32 90 060","14-Apr-13","Goa","Online",14,"Reynolds 045 Fine Carbure Blue Ballpen, Pack of 10","Pen","Reynolds",60,"Pack"
"121 005","32 90 064","12-Jun-13","Aurangabad","Cash",14,"Reynolds 045 Fine Carbure Blue Ballpen, Pack of 10","Pen","Reynolds",60,"Pack"
"121 005","32 90 052","13-Jan-13","Buldhana","Cash",43,"Reynolds 045 Fine Carbure Blue Ballpen, Pack of 10","Pen","Reynolds",60,"Pack"
"121 005","32 90 070","7-Sep-13","Ratnagiri","Cheque",45,"Reynolds 045 Fine Carbure Blue Ballpen, Pack of 10","Pen","Reynolds",60,"Pack"
"121 005","32 90 025","13-Nov-11","Nanded","Cheque",19,"Reynolds 045 Fine Carbure Blue Ballpen, Pack of 10","Pen","Reynolds",60,"Pack"
"121 005","32 90 033","13-Mar-12","Thane","Cash",37,"Reynolds 045 Fine Carbure Blue Ballpen, Pack of 10","Pen","Reynolds",60,"Pack"
"121 005","32 90 051","23-Dec-12","Kolhapur","Online",19,"Reynolds 045 Fine Carbure Blue Ballpen, Pack of 10","Pen","Reynolds",60,"Pack"
"121 005","32 90 060","14-Apr-13","Goa","Online",18,"Reynolds 045 Fine Carbure Blue Ballpen, Pack of 10","Pen","Reynolds",60,"Pack"
"121 005","32 90 036","21-Apr-12","Sindhudurga","Cheque",26,"Reynolds 045 Fine Carbure Blue Ballpen, Pack of 10","Pen","Reynolds",60,"Pack"
"121 005","32 90 047","13-Nov-12","Sindhudurga","Cheque",36,"Reynolds 045 Fine Carbure Blue Ballpen, Pack of 10","Pen","Reynolds",60,"Pack"
"121 005","32 90 057","1-Mar-13","Ratnagiri","Cheque",35,"Reynolds 045 Fine Carbure Blue Ballpen, Pack of 10","Pen","Reynolds",60,"Pack"
"121 005","32 90 070","7-Sep-13","Ratnagiri","Cheque",13,"Reynolds 045 Fine Carbure Blue Ballpen, Pack of 10","Pen","Reynolds",60,"Pack"
"121 005","32 90 004","18-Feb-11","Nanded","Cheque",13,"Reynolds 045 Fine Carbure Blue Ballpen, Pack of 10","Pen","Reynolds",60,"Pack"
"121 005","32 90 020","19-Aug-11","Nadurbar","Cheque",45,"Reynolds 045 Fine Carbure Blue Ballpen, Pack of 10","Pen","Reynolds",60,"Pack"
"121 005","32 90 058","13-Mar-13","Raigad","Cheque",44,"Reynolds 045 Fine Carbure Blue Ballpen, Pack of 10","Pen","Reynolds",60,"Pack"
"121 005","32 90 026","20-Nov-11","Dhule","Online",17,"Reynolds 045 Fine Carbure Blue Ballpen, Pack of 10","Pen","Reynolds",60,"Pack"
"121 005","32 90 003","14-Jan-11","Ahmednagar","Cash",6,"Reynolds 045 Fine Carbure Blue Ballpen, Pack of 10","Pen","Reynolds",60,"Pack"
"121 005","32 90 064","12-Jun-13","Aurangabad","Cash",14,"Reynolds 045 Fine Carbure Blue Ballpen, Pack of 10","Pen","Reynolds",60,"Pack"
"121 005","32 90 011","12-Apr-11","Ratnagiri","Online",19,"Reynolds 045 Fine Carbure Blue Ballpen, Pack of 10","Pen","Reynolds",60,"Pack"
"121 005","32 90 019","19-Aug-11","Nagpur","Cheque",28,"Reynolds 045 Fine Carbure Blue Ballpen, Pack of 10","Pen","Reynolds",60,"Pack"
"121 005","32 90 017","13-Jul-11","Satara","Cheque",10,"Reynolds 045 Fine Carbure Blue Ballpen, Pack of 10","Pen","Reynolds",60,"Pack"
"121 005","32 90 034","18-Mar-12","Ratnagiri","Cheque",11,"Reynolds 045 Fine Carbure Blue Ballpen, Pack of 10","Pen","Reynolds",60,"Pack"
"121 005","32 90 049","14-Dec-12","Ahmednagar","Online",32,"Reynolds 045 Fine Carbure Blue Ballpen, Pack of 10","Pen","Reynolds",60,"Pack"
"121 005","32 90 059","14-Apr-13","Sindhudurga","Online",43,"Reynolds 045 Fine Carbure Blue Ballpen, Pack of 10","Pen","Reynolds",60,"Pack"
"121 005","32 90 038","14-May-12","Solapur","Online",47,"Reynolds 045 Fine Carbure Blue Ballpen, Pack of 10","Pen","Reynolds",60,"Pack"
"121 005","32 90 060","14-Apr-13","Goa","Online",17,"Reynolds 045 Fine Carbure Blue Ballpen, Pack of 10","Pen","Reynolds",60,"Pack"
"121 005","32 90 040","19-Jun-12","Satara","Online",45,"Reynolds 045 Fine Carbure Blue Ballpen, Pack of 10","Pen","Reynolds",60,"Pack"
"121 005","32 90 061","24-Apr-13","Solapur","Online",6,"Reynolds 045 Fine Carbure Blue Ballpen, Pack of 10","Pen","Reynolds",60,"Pack"
"121 006","32 90 057","1-Mar-13","Ratnagiri","Cheque",22,"Pilot Frixion Roller Ball Pen, Blue","Pen","Parker",92,"Piece"
"121 006","32 90 014","23-May-11","Goa","Cash",21,"Pilot Frixion Roller Ball Pen, Blue","Pen","Parker",92,"Piece"
"121 006","32 90 018","14-Aug-11","Aurangabad","Online",44,"Pilot Frixion Roller Ball Pen, Blue","Pen","Parker",92,"Piece"
"121 006","32 90 055","11-Feb-13","Mumbai","Cash",48,"Pilot Frixion Roller Ball Pen, Blue","Pen","Parker",92,"Piece"
"121 006","32 90 050","19-Dec-12","Nanded","Online",17,"Pilot Frixion Roller Ball Pen, Blue","Pen","Parker",92,"Piece"
"121 006","32 90 047","13-Nov-12","Sindhudurga","Cheque",34,"Pilot Frixion Roller Ball Pen, Blue","Pen","Parker",92,"Piece"
"121 006","32 90 007","4-Mar-11","Nasik","Online",19,"Pilot Frixion Roller Ball Pen, Blue","Pen","Parker",92,"Piece"
"121 006","32 90 020","19-Aug-11","Nadurbar","Cheque",2,"Pilot Frixion Roller Ball Pen, Blue","Pen","Parker",92,"Piece"
"121 006","32 90 019","19-Aug-11","Nagpur","Cheque",17,"Pilot Frixion Roller Ball Pen, Blue","Pen","Parker",92,"Piece"
"121 006","32 90 024","1-Nov-11","Sindhudurga","Cheque",6,"Pilot Frixion Roller Ball Pen, Blue","Pen","Parker",92,"Piece"
"121 006","32 90 041","23-Jul-12","Aurangabad","Online",7,"Pilot Frixion Roller Ball Pen, Blue","Pen","Parker",92,"Piece"
"121 006","32 90 037","22-Apr-12","Goa","Online",39,"Pilot Frixion Roller Ball Pen, Blue","Pen","Parker",92,"Piece"
"121 006","32 90 003","14-Jan-11","Ahmednagar","Cash",1,"Pilot Frixion Roller Ball Pen, Blue","Pen","Parker",92,"Piece"
"121 006","32 90 057","1-Mar-13","Ratnagiri","Cheque",30,"Pilot Frixion Roller Ball Pen, Blue","Pen","Parker",92,"Piece"
"121 006","32 90 037","22-Apr-12","Goa","Online",44,"Pilot Frixion Roller Ball Pen, Blue","Pen","Parker",92,"Piece"
"121 006","32 90 050","19-Dec-12","Nanded","Online",23,"Pilot Frixion Roller Ball Pen, Blue","Pen","Parker",92,"Piece"
"121 006","32 90 050","19-Dec-12","Nanded","Online",39,"Pilot Frixion Roller Ball Pen, Blue","Pen","Parker",92,"Piece"
"121 006","32 90 018","14-Aug-11","Aurangabad","Online",30,"Pilot Frixion Roller Ball Pen, Blue","Pen","Parker",92,"Piece"
"121 006","32 90 018","14-Aug-11","Aurangabad","Online",34,"Pilot Frixion Roller Ball Pen, Blue","Pen","Parker",92,"Piece"
"121 006","32 90 009","19-Mar-11","Mumbai","Online",35,"Pilot Frixion Roller Ball Pen, Blue","Pen","Parker",92,"Piece"
"121 006","32 90 016","13-Jun-11","Sangli","Cheque",10,"Pilot Frixion Roller Ball Pen, Blue","Pen","Parker",92,"Piece"
"121 006","32 90 059","14-Apr-13","Sindhudurga","Online",49,"Pilot Frixion Roller Ball Pen, Blue","Pen","Parker",92,"Piece"
"121 006","32 90 050","19-Dec-12","Nanded","Online",25,"Pilot Frixion Roller Ball Pen, Blue","Pen","Parker",92,"Piece"
"121 006","32 90 045","10-Oct-12","Ratnagiri","Cheque",45,"Pilot Frixion Roller Ball Pen, Blue","Pen","Parker",92,"Piece"
"121 007","32 90 070","7-Sep-13","Ratnagiri","Cheque",48,"Staedtler Triangular Ball Pen (Set of 10 Colours)","Pen","Staedtler",160,"Pack"
"121 007","32 90 069","4-Sep-13","Dhule","Cheque",48,"Staedtler Triangular Ball Pen (Set of 10 Colours)","Pen","Staedtler",160,"Pack"
"121 007","32 90 003","14-Jan-11","Ahmednagar","Cash",10,"Staedtler Triangular Ball Pen (Set of 10 Colours)","Pen","Staedtler",160,"Pack"
"121 007","32 90 044","14-Aug-12","Dhule","Cheque",32,"Staedtler Triangular Ball Pen (Set of 10 Colours)","Pen","Staedtler",160,"Pack"
"121 007","32 90 025","13-Nov-11","Nanded","Cheque",43,"Staedtler Triangular Ball Pen (Set of 10 Colours)","Pen","Staedtler",160,"Pack"
"121 007","32 90 013","18-May-11","Sindhudurga","Cash",21,"Staedtler Triangular Ball Pen (Set of 10 Colours)","Pen","Staedtler",160,"Pack"
"121 007","32 90 066","13-Jul-13","Nadurbar","Cheque",3,"Staedtler Triangular Ball Pen (Set of 10 Colours)","Pen","Staedtler",160,"Pack"
"121 007","32 90 045","10-Oct-12","Ratnagiri","Cheque",50,"Staedtler Triangular Ball Pen (Set of 10 Colours)","Pen","Staedtler",160,"Pack"
"121 007","32 90 043","12-Jul-12","Nadurbar","Cheque",30,"Staedtler Triangular Ball Pen (Set of 10 Colours)","Pen","Staedtler",160,"Pack"
"121 007","32 90 042","30-Jul-12","Nagpur","Cheque",6,"Staedtler Triangular Ball Pen (Set of 10 Colours)","Pen","Staedtler",160,"Pack"
"121 007","32 90 033","13-Mar-12","Thane","Cash",14,"Staedtler Triangular Ball Pen (Set of 10 Colours)","Pen","Staedtler",160,"Pack"
"121 007","32 90 015","11-Jun-11","Solapur","Cash",48,"Staedtler Triangular Ball Pen (Set of 10 Colours)","Pen","Staedtler",160,"Pack"
"121 007","32 90 070","7-Sep-13","Ratnagiri","Cheque",10,"Staedtler Triangular Ball Pen (Set of 10 Colours)","Pen","Staedtler",160,"Pack"
"121 007","32 90 021","23-Sep-11","Dhule","Cash",19,"Staedtler Triangular Ball Pen (Set of 10 Colours)","Pen","Staedtler",160,"Pack"
"121 007","32 90 002","6-Jan-11","Nasik","Online",13,"Staedtler Triangular Ball Pen (Set of 10 Colours)","Pen","Staedtler",160,"Pack"
"121 007","32 90 005","19-Feb-11","Kolhapur","Cash",25,"Staedtler Triangular Ball Pen (Set of 10 Colours)","Pen","Staedtler",160,"Pack"
"121 007","32 90 037","22-Apr-12","Goa","Online",39,"Staedtler Triangular Ball Pen (Set of 10 Colours)","Pen","Staedtler",160,"Pack"
"121 007","32 90 002","6-Jan-11","Nasik","Online",15,"Staedtler Triangular Ball Pen (Set of 10 Colours)","Pen","Staedtler",160,"Pack"
"121 007","32 90 003","14-Jan-11","Ahmednagar","Cash",26,"Staedtler Triangular Ball Pen (Set of 10 Colours)","Pen","Staedtler",160,"Pack"
"121 007","32 90 064","12-Jun-13","Aurangabad","Cash",18,"Staedtler Triangular Ball Pen (Set of 10 Colours)","Pen","Staedtler",160,"Pack"
"121 007","32 90 053","13-Jan-13","Nasik","Cash",33,"Staedtler Triangular Ball Pen (Set of 10 Colours)","Pen","Staedtler",160,"Pack"
"121 007","32 90 043","12-Jul-12","Nadurbar","Cheque",2,"Staedtler Triangular Ball Pen (Set of 10 Colours)","Pen","Staedtler",160,"Pack"
"121 007","32 90 040","19-Jun-12","Satara","Online",25,"Staedtler Triangular Ball Pen (Set of 10 Colours)","Pen","Staedtler",160,"Pack"
